Rank,Company Name,Official / Legal Name,Slug,Ticker Symbol,Stock Exchange,Market Cap,Country,Country Code (ISO-2),Headquarters,Industry,Sub-Industry,Official Website URL,Official Careers Portal URL
749,Wistron Corporation3231.TW,Wistron Corporation3231.TW Corp,wistron-corporation,WISTRON-,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.wistron-corporation.com,https://www.wistron-corporation.com/careers
750,Hua Nan Financial Holdings2880.TW,Hua Nan Financial Holdings2880.TW Corp,hua-nan-financial-holdings,HUA-NAN-,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.hua-nan-financial-holdings.com,https://www.hua-nan-financial-holdings.com/careers
751,Global Unichip Corp.3443.TW,Global Unichip Corp.3443.TW Corp,global-unichip-corp,GLOBAL-U,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.global-unichip-corp.com,https://www.global-unichip-corp.com/careers
752,KGI Financial Holding2883.TW,KGI Financial Holding2883.TW Corp,china-development-financial,CHINA-DE,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.china-development-financial.com,https://www.china-development-financial.com/careers
753,Advantech2395.TW,Advantech2395.TW Corp,advantech,ADVANTEC,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.advantech.com,https://www.advantech.com/careers
754,First Financial Holding2892.TW,First Financial Holding2892.TW Corp,first-financial-holding,FIRST-FI,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.first-financial-holding.com,https://www.first-financial-holding.com/careers
755,GlobalWafers6488.TWO,GlobalWafers6488.TWO Corp,globalwafers,GLOBALWA,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.globalwafers.com,https://www.globalwafers.com/careers
756,Lite-On Technology2301.TW,Lite-On Technology2301.TW Corp,liteon-technology,LITEON-T,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.liteon-technology.com,https://www.liteon-technology.com/careers
757,PharmaEssentia6446.TW,PharmaEssentia6446.TW Corp,pharmaessentia,PHARMAES,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.pharmaessentia.com,https://www.pharmaessentia.com/careers
758,Evergreen Marine2603.TW,Evergreen Marine2603.TW Corp,evergreen-marine,EVERGREE,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.evergreen-marine.com,https://www.evergreen-marine.com/careers
759,Uni-President Enterprises1216.TW,Uni-President Enterprises1216.TW Corp,uni-president-enterprises,UNI-PRES,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.uni-president-enterprises.com,https://www.uni-president-enterprises.com/careers
760,Taiwan Cooperative Financial5880.TW,Taiwan Cooperative Financial5880.TW Corp,taiwan-cooperative-financial,TAIWAN-C,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.taiwan-cooperative-financial.com,https://www.taiwan-cooperative-financial.com/careers
761,Formosa Plastics1301.TW,Formosa Plastics1301.TW Corp,formosa-plastics,FORMOSA-,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.formosa-plastics.com,https://www.formosa-plastics.com/careers
762,Innolux3481.TW,Innolux3481.TW Corp,innolux,INNOLUX,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.innolux.com,https://www.innolux.com/careers
763,Formosa Chemicals &amp; Fibre1326.TW,Formosa Chemicals &amp; Fibre1326.TW Corp,formosa-chemicals-and-fibre,FORMOSA-,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.formosa-chemicals-and-fibre.com,https://www.formosa-chemicals-and-fibre.com/careers
764,Novatek Microelectronics3034.TW,Novatek Microelectronics3034.TW Corp,novatek-microelectronics,NOVATEK-,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.novatek-microelectronics.com,https://www.novatek-microelectronics.com/careers
765,Vanguard International Semiconductor5347.TWO,Vanguard International Semiconductor5347.TWO Corp,vanguard-international-semiconductor,VANGUARD,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.vanguard-international-semiconductor.com,https://www.vanguard-international-semiconductor.com/careers
766,Chang Hwa Commercial Bank2801.TW,Chang Hwa Commercial Bank2801.TW Corp,chang-hwa-commercial-bank,CHANG-HW,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.chang-hwa-commercial-bank.com,https://www.chang-hwa-commercial-bank.com/careers
767,AirTAC International1590.TW,AirTAC International1590.TW Corp,airtac-international,AIRTAC-I,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.airtac-international.com,https://www.airtac-international.com/careers
768,Alchip Technologies3661.TW,Alchip Technologies3661.TW Corp,alchip-technologies,ALCHIP-T,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.alchip-technologies.com,https://www.alchip-technologies.com/careers
769,Powerchip Semiconductor Manufacturing6770.TW,Powerchip Semiconductor Manufacturing6770.TW Corp,powerchip-semiconductor-manufacturing,POWERCHI,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.powerchip-semiconductor-manufacturing.com,https://www.powerchip-semiconductor-manufacturing.com/careers
770,President Chain Store (PSCS)2912.TW,President Chain Store (PSCS)2912.TW Corp,president-chain-store-pscs,PRESIDEN,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.president-chain-store-pscs.com,https://www.president-chain-store-pscs.com/careers
771,Wan Hai Lines2615.TW,Wan Hai Lines2615.TW Corp,wan-hai-lines,WAN-HAI-,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.wan-hai-lines.com,https://www.wan-hai-lines.com/careers
772,Pegatron4938.TW,Pegatron4938.TW Corp,pegatron,PEGATRON,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.pegatron.com,https://www.pegatron.com/careers
773,Shanghai Commercial and Savings Bank5876.TW,Shanghai Commercial and Savings Bank5876.TW Corp,shanghai-commercial-and-savings-bank,SHANGHAI,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.shanghai-commercial-and-savings-bank.com,https://www.shanghai-commercial-and-savings-bank.com/careers
774,Shin Kong Financial Holding2888.TW,Shin Kong Financial Holding2888.TW Corp,shin-kong-financial-holding,SHIN-KON,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.shin-kong-financial-holding.com,https://www.shin-kong-financial-holding.com/careers
775,Chailease Holding5871.TW,Chailease Holding5871.TW Corp,chailease-holding,CHAILEAS,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.chailease-holding.com,https://www.chailease-holding.com/careers
776,International Games System3293.TWO,International Games System3293.TWO Corp,international-games-system,INTERNAT,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.international-games-system.com,https://www.international-games-system.com/careers
777,eMemory Technology3529.TWO,eMemory Technology3529.TWO Corp,ememory-technology,EMEMORY-,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.ememory-technology.com,https://www.ememory-technology.com/careers
778,Yang Ming2609.TW,Yang Ming2609.TW Corp,yang-ming,YANG-MIN,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.yang-ming.com,https://www.yang-ming.com/careers
779,Caliway Biopharmaceuticals6919.TW,Caliway Biopharmaceuticals6919.TW Corp,caliway-biopharmaceuticals,CALIWAY-,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.caliway-biopharmaceuticals.com,https://www.caliway-biopharmaceuticals.com/careers
780,VisEra Technologies6789.TW,VisEra Technologies6789.TW Corp,visera-technologies,VISERA-T,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.visera-technologies.com,https://www.visera-technologies.com/careers
781,Synnex Technology International2347.TW,Synnex Technology International2347.TW Corp,synnex-technology-international,SYNNEX-T,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.synnex-technology-international.com,https://www.synnex-technology-international.com/careers
782,Formosa Sumco Technology3532.TW,Formosa Sumco Technology3532.TW Corp,formosa-sumco-technology,FORMOSA-,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.formosa-sumco-technology.com,https://www.formosa-sumco-technology.com/careers
783,Taiwan High Speed Rail2633.TW,Taiwan High Speed Rail2633.TW Corp,taiwan-high-speed-rail,TAIWAN-H,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.taiwan-high-speed-rail.com,https://www.taiwan-high-speed-rail.com/careers
784,Far Eastern New Century1402.TW,Far Eastern New Century1402.TW Corp,far-eastern-new-century,FAR-EAST,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.far-eastern-new-century.com,https://www.far-eastern-new-century.com/careers
785,Sino-American Silicon Products5483.TWO,Sino-American Silicon Products5483.TWO Corp,sino-american-silicon-products,SINO-AME,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.sino-american-silicon-products.com,https://www.sino-american-silicon-products.com/careers
786,China Airlines2610.TW,China Airlines2610.TW Corp,china-airlines,CHINA-AI,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.china-airlines.com,https://www.china-airlines.com/careers
787,MSI (Micro-Star International)2377.TW,MSI (Micro-Star International)2377.TW Corp,micro-star-international,MICRO-ST,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.micro-star-international.com,https://www.micro-star-international.com/careers
788,Asia Cement1102.TW,Asia Cement1102.TW Corp,asia-cement,ASIA-CEM,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.asia-cement.com,https://www.asia-cement.com/careers
789,Acer2353.TW,Acer2353.TW Corp,acer,ACER,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.acer.com,https://www.acer.com/careers
790,Chicony Electronics2385.TW,Chicony Electronics2385.TW Corp,chicony-electronics,CHICONY-,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.chicony-electronics.com,https://www.chicony-electronics.com/careers
791,Himax TechnologiesHIMX,Himax TechnologiesHIMX Corp,himax,HIMAX,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.himax.com,https://www.himax.com/careers
792,ChipMOS TechnologiesIMOS,ChipMOS TechnologiesIMOS Corp,chipmos-technologies,CHIPMOS-,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.chipmos-technologies.com,https://www.chipmos-technologies.com/careers
793,momo.com Inc.8454.TW,momo.com Inc.8454.TW Corp,momo-com-inc,MOMO-COM,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.momo-com-inc.com,https://www.momo-com-inc.com/careers
794,Bora Pharmaceuticals6472.TW,Bora Pharmaceuticals6472.TW Corp,bora-pharmaceuticals,BORA-PHA,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.bora-pharmaceuticals.com,https://www.bora-pharmaceuticals.com/careers
795,Qisda Corporation2352.TW,Qisda Corporation2352.TW Corp,qisda-corporation,QISDA-CO,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.qisda-corporation.com,https://www.qisda-corporation.com/careers
796,Machvision Inc.3563.TW,Machvision Inc.3563.TW Corp,machvision,MACHVISI,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.machvision.com,https://www.machvision.com/careers
797,HTC Corporation2498.TW,HTC Corporation2498.TW Corp,htc-corporation,HTC-CORP,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.htc-corporation.com,https://www.htc-corporation.com/careers
798,Formosa Taffeta1434.TW,Formosa Taffeta1434.TW Corp,formosa-taffeta,FORMOSA-,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.formosa-taffeta.com,https://www.formosa-taffeta.com/careers
799,Yulon Motor Company2201.TW,Yulon Motor Company2201.TW Corp,yulon-motor-company,YULON-MO,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.yulon-motor-company.com,https://www.yulon-motor-company.com/careers
800,WIN Semiconductors3105.TWO,WIN Semiconductors3105.TWO Corp,win-semiconductors,WIN-SEMI,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.win-semiconductors.com,https://www.win-semiconductors.com/careers
801,Cathay Real Estate Development2501.TW,Cathay Real Estate Development2501.TW Corp,cathay-real-estate-development,CATHAY-R,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.cathay-real-estate-development.com,https://www.cathay-real-estate-development.com/careers
802,Merida Industry9914.TW,Merida Industry9914.TW Corp,merida-industry,MERIDA-I,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.merida-industry.com,https://www.merida-industry.com/careers
803,ASRock Rack Incorporation7711.TW,ASRock Rack Incorporation7711.TW Corp,asrock-rack-incorporation,ASROCK-R,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.asrock-rack-incorporation.com,https://www.asrock-rack-incorporation.com/careers
804,OBOOK Holdings Inc. (OwlTing)OWLS,OBOOK Holdings Inc. (OwlTing)OWLS Corp,obook-holdings-inc-owlting,OBOOK-HO,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.obook-holdings-inc-owlting.com,https://www.obook-holdings-inc-owlting.com/careers
805,Soft-World International5478.TWO,Soft-World International5478.TWO Corp,soft-world-international,SOFT-WOR,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.soft-world-international.com,https://www.soft-world-international.com/careers
806,Bafang Yunji2753.TW,Bafang Yunji2753.TW Corp,bafang-yunji,BAFANG-Y,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.bafang-yunji.com,https://www.bafang-yunji.com/careers
807,Gorilla TechnologyGRRR,Gorilla TechnologyGRRR Corp,gorilla-technology,GORILLA-,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.gorilla-technology.com,https://www.gorilla-technology.com/careers
808,Air Asia Company Limited (AACL)2630.TW,Air Asia Company Limited (AACL)2630.TW Corp,airasia,AIRASIA,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.airasia.com,https://www.airasia.com/careers
809,Wayi International Digital Entertainment3086.TWO,Wayi International Digital Entertainment3086.TWO Corp,wayi-international-digital-entertainment,WAYI-INT,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.wayi-international-digital-entertainment.com,https://www.wayi-international-digital-entertainment.com/careers
810,Gamania Digital6180.TWO,Gamania Digital6180.TWO Corp,gamania-digital,GAMANIA-,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.gamania-digital.com,https://www.gamania-digital.com/careers
811,Perfect Corp.PERF,Perfect Corp.PERF Corp,perfect-corp,PERFECT-,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.perfect-corp.com,https://www.perfect-corp.com/careers
812,X-Legend Entertainment4994.TW,X-Legend Entertainment4994.TW Corp,x-legend-entertainment,X-LEGEND,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.x-legend-entertainment.com,https://www.x-legend-entertainment.com/careers
813,Userjoy Technology3546.TWO,Userjoy Technology3546.TWO Corp,userjoy-technology,USERJOY-,TWSE,TWD $ Live Tracked,Taiwan,TW,Taiwan Headquarters,Commercial Enterprise,Operating Business,https://www.userjoy-technology.com,https://www.userjoy-technology.com/careers
814,Investor ABINVE-B.ST,Investor ABINVE-B.ST Corp,investor-ab,INVESTOR,Nasdaq Stockholm,SEK Live Tracked,Sweden,SE,Sweden Headquarters,Commercial Enterprise,Operating Business,https://www.investor-ab.com,https://www.investor-ab.com/careers
815,SpotifySPOT,SpotifySPOT Corp,spotify,SPOTIFY,Nasdaq Stockholm,SEK Live Tracked,Sweden,SE,Sweden Headquarters,Commercial Enterprise,Operating Business,https://www.spotify.com,https://www.spotify.com/careers
816,Volvo GroupVOLV-A.ST,Volvo GroupVOLV-A.ST Corp,volvo,VOLVO,Nasdaq Stockholm,SEK Live Tracked,Sweden,SE,Sweden Headquarters,Commercial Enterprise,Operating Business,https://www.volvo.com,https://www.volvo.com/careers
